Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Zambia,ZMB,2009,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,28.4898439953731
Zambia,ZMB,2008,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,30.1725294448115
Zambia,ZMB,2007,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,31.8552148942499
Zambia,ZMB,2006,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,33.5379003436879
Zambia,ZMB,2005,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,35.2205857931262
Zambia,ZMB,2004,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,36.9032712425642
Zambia,ZMB,2003,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,38.5859566920026
Zambia,ZMB,2002,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,40.2686421414405
Zambia,ZMB,2001,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,41.9513275908789
Zambia,ZMB,2000,"People practicing open defecation, rural (% of rural population)",SH.STA.ODFC.RU.ZS,43.6340130403173
Zambia,ZMB,2024,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0.68275771189073
Zambia,ZMB,2023,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0.793341549208321
Zambia,ZMB,2022,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,0.903925386525941
Zambia,ZMB,2021,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,1.01450922384353
Zambia,ZMB,2020,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,1.12509306116115
Zambia,ZMB,2019,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,1.23567689847874
Zambia,ZMB,2018,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,1.34626073579636
Zambia,ZMB,2017,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,1.45684457311395
Zambia,ZMB,2016,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,1.56742841043155
Zambia,ZMB,2015,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,1.67801224774917
Zambia,ZMB,2014,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,1.78859608506676
Zambia,ZMB,2013,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,1.89917992238438
Zambia,ZMB,2012,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,2.00976375970197
Zambia,ZMB,2011,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,2.12034759701956
Zambia,ZMB,2010,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,2.23093143433718
Zambia,ZMB,2009,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,2.34151527165477
Zambia,ZMB,2008,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,2.45209910897239
Zambia,ZMB,2007,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,2.56268294628998
Zambia,ZMB,2006,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,2.6732667836076
Zambia,ZMB,2005,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,2.78385062092519
Zambia,ZMB,2004,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,2.89443445824279
Zambia,ZMB,2003,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,3.0050182955604
Zambia,ZMB,2002,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,3.115602132878
Zambia,ZMB,2001,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,3.22618597019562
Zambia,ZMB,2000,"People practicing open defecation, urban (% of urban population)",SH.STA.ODFC.UR.ZS,3.33676980751321
Zambia,ZMB,2024,People practicing open defecation (% of population),SH.STA.ODFC.ZS,2.0453716053157
Zambia,ZMB,2023,People practicing open defecation (% of population),SH.STA.ODFC.ZS,3.01448549239167
Zambia,ZMB,2022,People practicing open defecation (% of population),SH.STA.ODFC.ZS,4.00151888504916
Zambia,ZMB,2021,People practicing open defecation (% of population),SH.STA.ODFC.ZS,5.0062357096211
Zambia,ZMB,2020,People practicing open defecation (% of population),SH.STA.ODFC.ZS,6.02831211927209
Zambia,ZMB,2019,People practicing open defecation (% of population),SH.STA.ODFC.ZS,7.06746430783033
Zambia,ZMB,2018,People practicing open defecation (% of population),SH.STA.ODFC.ZS,8.12340984974533
Zambia,ZMB,2017,People practicing open defecation (% of population),SH.STA.ODFC.ZS,9.19586575660234
Zambia,ZMB,2016,People practicing open defecation (% of population),SH.STA.ODFC.ZS,10.2843976071506
Zambia,ZMB,2015,People practicing open defecation (% of population),SH.STA.ODFC.ZS,11.3886747836841
Zambia,ZMB,2014,People practicing open defecation (% of population),SH.STA.ODFC.ZS,12.5085506547609
Zambia,ZMB,2013,People practicing open defecation (% of population),SH.STA.ODFC.ZS,13.643344151394
Zambia,ZMB,2012,People practicing open defecation (% of population),SH.STA.ODFC.ZS,14.7931096943037
Zambia,ZMB,2011,People practicing open defecation (% of population),SH.STA.ODFC.ZS,15.9570982912097
Zambia,ZMB,2010,People practicing open defecation (% of population),SH.STA.ODFC.ZS,17.1351845608715
Zambia,ZMB,2009,People practicing open defecation (% of population),SH.STA.ODFC.ZS,18.3283414113985
Zambia,ZMB,2008,People practicing open defecation (% of population),SH.STA.ODFC.ZS,19.5359227572341
Zambia,ZMB,2007,People practicing open defecation (% of population),SH.STA.ODFC.ZS,20.7589109164983
Zambia,ZMB,2006,People practicing open defecation (% of population),SH.STA.ODFC.ZS,21.9960702786274
Zambia,ZMB,2005,People practicing open defecation (% of population),SH.STA.ODFC.ZS,23.247862231651
Zambia,ZMB,2004,People practicing open defecation (% of population),SH.STA.ODFC.ZS,24.513851806543
Zambia,ZMB,2003,People practicing open defecation (% of population),SH.STA.ODFC.ZS,25.7942537529277
Zambia,ZMB,2002,People practicing open defecation (% of population),SH.STA.ODFC.ZS,27.088600405681
Zambia,ZMB,2001,People practicing open defecation (% of population),SH.STA.ODFC.ZS,28.3967548013236
Zambia,ZMB,2000,People practicing open defecation (% of population),SH.STA.ODFC.ZS,29.6097678959606
Zambia,ZMB,2019,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,57.1
Zambia,ZMB,2018,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,57.1
Zambia,ZMB,2014,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,56.2
Zambia,ZMB,2007,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,56.1
Zambia,ZMB,2002,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,47.8
Zambia,ZMB,1996,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),SH.STA.ORCF.ZS,43.4
Zambia,ZMB,2019,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,66.8
Zambia,ZMB,2018,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,66.8
Zambia,ZMB,2014,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,64.1
Zambia,ZMB,2007,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,59.9
Zambia,ZMB,2002,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,53.2
Zambia,ZMB,1997,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,53.9
Zambia,ZMB,1996,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,53.9
Zambia,ZMB,1992,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,52.9
Zambia,ZMB,1989,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,87
Zambia,ZMB,1987,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,59
Zambia,ZMB,1986,Diarrhea treatment (% of children under 5 who received ORS packet),SH.STA.ORTH,51
Zambia,ZMB,2018,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,5
Zambia,ZMB,2013,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,5.9
Zambia,ZMB,2007,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,8.3
Zambia,ZMB,2002,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,5.4
Zambia,ZMB,1999,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,14.7
Zambia,ZMB,1996,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,6
Zambia,ZMB,1992,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,4.2
Zambia,ZMB,2018,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,5.4
Zambia,ZMB,2013,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,6.6
Zambia,ZMB,2007,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,8.6
Zambia,ZMB,2002,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,6.4
Zambia,ZMB,1999,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,13.3
Zambia,ZMB,1996,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,6.4
Zambia,ZMB,1992,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,5.2
Zambia,ZMB,2024,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,6.3
Zambia,ZMB,2023,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,5.8
Zambia,ZMB,2022,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,5.5
Zambia,ZMB,2021,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,5.3
Zambia,ZMB,2020,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,5.1
Zambia,ZMB,2019,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,5.1
Zambia,ZMB,2018,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,5.1
Zambia,ZMB,2017,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,5.2
Zambia,ZMB,2016,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,5.3
Zambia,ZMB,2015,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,5.5
Zambia,ZMB,2014,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,5.8
Zambia,ZMB,2013,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,6.1
Zambia,ZMB,2012,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,6.4
Zambia,ZMB,2011,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,6.8
Zambia,ZMB,2010,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,7.2
Zambia,ZMB,2009,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,7.5
Zambia,ZMB,2008,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,7.9
Zambia,ZMB,2007,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,8.2
Zambia,ZMB,2006,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,8.5
Zambia,ZMB,2005,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,8.7
Zambia,ZMB,2004,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,8.8
Zambia,ZMB,2003,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,8.8
Zambia,ZMB,2002,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,8.7
Zambia,ZMB,2001,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,8.5
Zambia,ZMB,2000,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,8.3
Zambia,ZMB,2018,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,5.2
Zambia,ZMB,2013,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,6.2
Zambia,ZMB,2007,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,8.4
Zambia,ZMB,2002,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,5.9
Zambia,ZMB,1999,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,14
Zambia,ZMB,1996,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,6.2
Zambia,ZMB,1992,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,4.7
Zambia,ZMB,2021,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.18
Zambia,ZMB,2020,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.12
Zambia,ZMB,2019,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.1
Zambia,ZMB,2018,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.09
Zambia,ZMB,2017,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.14
Zambia,ZMB,2016,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.2
Zambia,ZMB,2015,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.16
Zambia,ZMB,2014,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.13
Zambia,ZMB,2013,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.05
Zambia,ZMB,2012,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.07
Zambia,ZMB,2011,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.04
Zambia,ZMB,2010,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.13
Zambia,ZMB,2009,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.11
Zambia,ZMB,2008,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.11
Zambia,ZMB,2007,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.17
Zambia,ZMB,2006,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.16
Zambia,ZMB,2005,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.15
Zambia,ZMB,2004,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.22
Zambia,ZMB,2003,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.15
Zambia,ZMB,2002,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.21
Zambia,ZMB,2001,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.23
Zambia,ZMB,2000,"Mortality rate attributed to unintentional poisoning (per 100,000 population)",SH.STA.POIS.P5,1.21
Zambia,ZMB,2021,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,1.02
Zambia,ZMB,2020,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,1.02
Zambia,ZMB,2019,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,1
Zambia,ZMB,2018,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,1
Zambia,ZMB,2017,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,1.05
Zambia,ZMB,2016,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,1.12
Zambia,ZMB,2015,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,1.09
Zambia,ZMB,2014,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,1.04
Zambia,ZMB,2013,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.92
Zambia,ZMB,2012,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.92
Zambia,ZMB,2011,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.77
Zambia,ZMB,2010,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.85
Zambia,ZMB,2009,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.82
Zambia,ZMB,2008,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.83
Zambia,ZMB,2007,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.88
Zambia,ZMB,2006,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.87
Zambia,ZMB,2005,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.81
Zambia,ZMB,2004,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.9
Zambia,ZMB,2003,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.91
Zambia,ZMB,2002,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.91
Zambia,ZMB,2001,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.99
Zambia,ZMB,2000,"Mortality rate attributed to unintentional poisoning, female (per 100,000 female population)",SH.STA.POIS.P5.FE,0.9
Zambia,ZMB,2021,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.35
Zambia,ZMB,2020,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.23
Zambia,ZMB,2019,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.21
Zambia,ZMB,2018,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.18
Zambia,ZMB,2017,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.24
Zambia,ZMB,2016,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.29
Zambia,ZMB,2015,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.23
Zambia,ZMB,2014,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.22
Zambia,ZMB,2013,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.18
Zambia,ZMB,2012,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.22
Zambia,ZMB,2011,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.32
Zambia,ZMB,2010,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.42
Zambia,ZMB,2009,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.4
Zambia,ZMB,2008,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.4
Zambia,ZMB,2007,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.47
Zambia,ZMB,2006,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.46
Zambia,ZMB,2005,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.51
Zambia,ZMB,2004,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.56
Zambia,ZMB,2003,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.4
Zambia,ZMB,2002,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.52
Zambia,ZMB,2001,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.48
Zambia,ZMB,2000,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)",SH.STA.POIS.P5.MA,1.55
Zambia,ZMB,2024,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,31.2813467611591
Zambia,ZMB,2023,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,30.3354995670934
Zambia,ZMB,2022,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,29.389652373028
Zambia,ZMB,2021,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,28.4438051789626
Zambia,ZMB,2020,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,27.4979579848969
Zambia,ZMB,2019,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,26.3778189453737
Zambia,ZMB,2018,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,25.2693371671211
Zambia,ZMB,2017,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,24.1725126501388
Zambia,ZMB,2016,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,23.0873453944275
Zambia,ZMB,2015,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,22.0138353999868
Zambia,ZMB,2014,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,20.9519826668164
Zambia,ZMB,2013,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,19.901787194917
Zambia,ZMB,2012,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,18.8632489842882
Zambia,ZMB,2011,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,17.8363680349297
Zambia,ZMB,2010,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,16.8211443468422
Zambia,ZMB,2009,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,15.8175779200253
Zambia,ZMB,2008,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,14.8256687544787
Zambia,ZMB,2007,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,13.8454168502031
Zambia,ZMB,2006,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,12.8768222071981
Zambia,ZMB,2005,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,11.9198848254634
Zambia,ZMB,2004,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,10.9746047049997
Zambia,ZMB,2003,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,10.0409818458066
Zambia,ZMB,2002,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,9.1190162478838
Zambia,ZMB,2001,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,8.20870791123196
Zambia,ZMB,2000,"People using safely managed sanitation services, rural (% of rural population)",SH.STA.SMSS.RU.ZS,7.31005683585077
Zambia,ZMB,2018,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,31
Zambia,ZMB,2013,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,37.7
Zambia,ZMB,2007,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,42.9
Zambia,ZMB,2002,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,50.8
Zambia,ZMB,1999,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,58.8
Zambia,ZMB,1996,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,47.1
Zambia,ZMB,1992,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,43.1
Zambia,ZMB,2018,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,38.3
Zambia,ZMB,2013,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,42.4
Zambia,ZMB,2007,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,48.8
Zambia,ZMB,2002,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,54.3
Zambia,ZMB,1999,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,59.6
Zambia,ZMB,1996,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,50.1
Zambia,ZMB,1992,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,49.6
Zambia,ZMB,2024,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,32.3
Zambia,ZMB,2023,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,32
Zambia,ZMB,2022,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,31.8
Zambia,ZMB,2021,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,31.6
